date	resort	author	article	article-cicker	workload-index	
02.01.2020 08:00:00	wissenschaft	APA	Einschlagkrater eines gewaltigen Asteroiden in Laos entdeckt	Schwerer Treffer	7665
02.01.2020 06:00:00	wissenschaft	tberg	Löschte der "Schwarze Tod" der Spätantike das halbe Oströmische Reich aus?	Überschätzte Pandemie	11657
03.01.2020 20:35:00	international	Amir Loghmany aus Teheran	Nach Tötung General Soleimanis: USA schicken 3000 zusätzliche Soldaten in die Region	US-Angriff	18475
03.01.2020 20:35:00	international	Manuel Escher	Nach Tötung General Soleimanis: USA schicken 3000 zusätzliche Soldaten in die Region	US-Angriff	18475
03.01.2020 20:35:00	international	Noura Maan	Nach Tötung General Soleimanis: USA schicken 3000 zusätzliche Soldaten in die Region	US-Angriff	18475
03.01.2020 19:06:00	international	APA	Spanische Wahlkommission setzte katalanischen Regionalpräsidenten Quim Torra ab	Konflikt	6803
03.01.2020 12:35:00	international	APA	Buschbrände in Australien: Evakuierungen, Staus, Benzin wird knapp	Feuer	10684
03.01.2020 12:24:00	international	APA	Libysches Parlament nennt mögliche türkische Intervention Hochverrat	Libyen	9918
03.01.2020 12:20:00	international	APA	Nordmazedoniens Regierungschef Zaev trat wegen Neuwahlen zurück	Nordmazedonien	6561
03.01.2020 17:46:00	international	Frank Herrmann aus Washington	Trump inszeniert sich mit der Tötung Soleimanis als Falke	Kritik	10911
03.01.2020 16:28:00	international	Dominik Straub aus Rom	Krieg der Fünf Sterne in Italien	Zerfallserscheinungen	10362
03.01.2020 12:35:00	international	red	Buschbrände in Australien: Evakuierungen, Staus, Benzin wird knapp	Feuer	10684
03.01.2020 12:09:00	international	Gudrun Harrer	General Soleimani war Irans omnipräsenter Gesandter im Nahen Osten	Harrers Analysen	9786
03.01.2020 18:52:00	inland	APA	Fridays-for-Future-Demonstranten bilden Menschenkette um das Bundeskanzleramt	Wien	3976
03.01.2020 13:56:00	inland	APA	Kurz verzichtet auf die Vereinheitlichung der Sozialhilfe	Türkis-Grün	7286
03.01.2020 08:13:00	inland	APA	Viel Kritik und ein wenig Lob für türkis-grünes Programm	Erste Reaktionen	13651
03.01.2020 17:42:00	inland	Steffen Arora	Erweiterter Bundesvorstand für Regierungsbeteiligung: Trägt die grüne Basis nun die Koalitionskompromisse mit?	Stimmungsbild	15414
03.01.2020 17:42:00	inland	Oona Kroisleitner	Erweiterter Bundesvorstand für Regierungsbeteiligung: Trägt die grüne Basis nun die Koalitionskompromisse mit?	Stimmungsbild	15414
03.01.2020 11:41:00	inland	Oona Kroisleitner	Familie und Jugend: Kinderbetreuung wird ausgebaut, das Ehealter auf 18 Jahre angehoben	Regierungsprogramm	11771
03.01.2020 17:42:00	inland	Stefanie Ruep	Erweiterter Bundesvorstand für Regierungsbeteiligung: Trägt die grüne Basis nun die Koalitionskompromisse mit?	Stimmungsbild	15414
03.01.2020 16:53:00	inland	Hans Rauscher	Grünen-Vordenker Lockl: "Pionier zu sein ist nicht immer angenehm"	Metamorphosen	13394
03.01.2020 14:50:00	inland	Fabian Schmid	Peter Pilz warnt grüne Delegierte: "Kurz will die Grünen ruinieren"	Türkis-grünes Regierungsprogramm	13616
03.01.2020 12:08:00	inland	Fabian Schmid	Aufreger: Einsperren ohne Verbrechen und Ausweichen auf Türkis-Blau	Regierungsprogramm	12233
03.01.2020 12:10:00	inland	mawa	Türkis-Grün: Wie zufrieden sind Sie mit dem Regierungsprogramm?	Mitreden	5612
03.01.2020 11:07:00	inland	Regina Bruckner	Turbo für den Wirtschaftsstandort	Regierungsprogramm	12960
03.01.2020 08:13:00	inland	red	Viel Kritik und ein wenig Lob für türkis-grünes Programm	Erste Reaktionen	13651
03.01.2020 14:41:00	wirtschaft	APA	Semmering-Basistunnel eröffnet ein Jahr später	Verkehr &amp; Kosten	6070
03.01.2020 11:28:00	wirtschaft	APA	Ex-Nissan-Chef Ghosn verließ sein Haus in Japan allein	Auf der Flucht	7007
03.01.2020 11:04:00	wirtschaft	APA	Do &amp; Co klagt ÖBB wegen Henry am Zug auf vier Millionen Euro	Klage	6715
03.01.2020 10:52:00	wirtschaft	APA	Barcelona verbannt ältere Pkws von den Straßen	Luftverschmutzung	6188
03.01.2020 07:52:00	wirtschaft	APA	Jede vierte Bankfiliale seit dem Jahr 2000 geschlossen	Bankensterben	9880
03.01.2020 14:00:00	wirtschaft	Aloysius Widmann	Migrationsflüsse aus Osteuropa auf Österreichs Arbeitsmarkt sind am Versiegen	25 Jahre in der EU	15936
03.01.2020 11:28:00	wirtschaft	red	Ex-Nissan-Chef Ghosn verließ sein Haus in Japan allein	Auf der Flucht	7007
03.01.2020 11:04:00	wirtschaft	red	Do &amp; Co klagt ÖBB wegen Henry am Zug auf vier Millionen Euro	Klage	6715
03.01.2020 17:43:00	sport	APA	1. FC Köln stellt ÖFB-Teamspieler Schaub frei	Deutsche Bundesliga	3379
03.01.2020 12:50:00	sport	APA	ATP Cup: Thiem und Kollegen aufgeregt – Hymnen-Panne und norwegische Überraschung zum Auftakt	Tennis	13338
03.01.2020 12:40:00	sport	APA	Austria holt Andreas Poulsen leihweise von Mönchengladbach	Austria Wien	4234
03.01.2020 12:40:00	sport	red	Austria holt Andreas Poulsen leihweise von Mönchengladbach	Austria Wien	4234
03.01.2020 12:29:00	sport	'sofa-standings-embed-1-23776'	Merseyside Derby: Minamino vor Debüt für Liverpool	Premier League	13823
03.01.2020 10:03:00	sport	Martin Schauhuber	Sand, Schmerzen und Schlaftabletten: Ein Tag bei der Rallye Dakar	Rallye	19464
03.01.2020 06:00:00	sport	Fritz Neumann aus Leutasch	Vierschanzentournee: Infelix Austria dort, Felix Austria da	Vierschanzentournee	11596
03.01.2020 17:23:00	panorama	Thomas Neuhold	Lawinenverschüttetensuchgerät: Senden, suchen, finden	Pieps	7684
03.01.2020 16:55:00	panorama	Oona Kroisleitner	Blümel bleibt bei Spitzenkandidatur in Wien 2020	Wien-Wahl 2020	9794
03.01.2020 14:49:00	panorama	Reuters	Polizei erschießt bei Paris mit Messer bewaffneten Angreifer	Frankreich	6057
03.01.2020 14:40:00	panorama	APA	Vogelgrippe-Ausbruch in Polen, zehntausende Tiere notgeschlachtet	Ansteckungsgefahr	5970
03.01.2020 13:15:00	panorama	APA	Krefelder Zoo nach Brand im Affenhaus wieder geöffnet	Deutschland	6461
03.01.2020 07:32:00	panorama	APA	Zahl der Flutopfer in Indonesien auf mindestens 43 gestiegen	Klima	4864
03.01.2020 07:09:00	panorama	APA	Weitere Klage gegen Schauspieler Kevin Spacey fallengelassen	USA	4037
03.01.2020 14:40:00	panorama	dpa	Vogelgrippe-Ausbruch in Polen, zehntausende Tiere notgeschlachtet	Ansteckungsgefahr	5970
03.01.2020 14:00:00	panorama	Sebastian Fellner	Warum die niederösterreichische Gemeinderatswahl wichtiger ist, als Sie glauben	Niederösterreich	11928
03.01.2020 10:01:00	panorama	red	Hohe Strafe wegen falschen Kennzeichens bei Kauf von digitaler Vignette	Tippfehler	9077
03.01.2020 07:25:00	panorama	Michael Möseneder	Diebstahlsprozess: Die Teenager und der Speisekartentrick	Gerichtsreportage	12215
03.01.2020 07:25:00	panorama	Sofian Philip Naceur	Tunesisches Lager für tausende Geflohene möglich	Bürgerkrieg	16227
03.01.2020 16:49:00	kultur	Amira Ben Saoud	Drei neue Clubs für die Hauptstadt	Clubkultur	9435
03.01.2020 14:00:00	kultur	Eva Grumeth	Alfred Weidinger übernimmt das Landesmuseum in Linz	Porträt	14324
03.01.2020 13:59:00	kultur	3.1.2020	Jungkomponistin Alma Deutscher schreibt Oper für Salzburg	Wunderkind	6394
03.01.2020 12:00:00	kultur	Carolin Weidner	Bis dann, mein Sohn: Ein Aufschwung nicht für alle	Filmepos	10201
03.01.2020 11:37:00	kultur	APA	Ballettakademie: Ex-Direktorin kritisiert Arbeit der Kommission	Staatsballett	4640
03.01.2020 11:06:00	kultur	Olga Kronsteiner	Lunaceks heikle Kulturexpedition	Kulturpolitik	11763
03.01.2020 07:25:00	kultur	Andrea Heinz	Neues von Ransmayr: Das Erhebende und ein Eigentor	Drei Reden	8459
03.01.2020 15:42:00	etat	APA	Verlegerverband mit Medienkapitel zufrieden, FPÖ und SPÖ kritisch	Regierungsprogramm	6933
03.01.2020 13:43:00	etat	APA	Thailands TV-Sender verbergen Plastiksackerln im Programm	Kampf gegen Müll	3730
03.01.2020 14:57:00	etat	red	"Runde Tische" ohne Frauen: Johannes Rauch will künftig reine Männerrunden boykottieren	ORF-Diskussion	5491
03.01.2020 12:34:00	etat	red	Weniger als eine Million bei Neujahrskonzert: ORF verweist auf Fehler bei Quoten	Zuseher	3731
03.01.2020 13:43:00	etat	dpa	Thailands TV-Sender verbergen Plastiksackerln im Programm	Kampf gegen Müll	3730
03.01.2020 12:44:00	etat	Rubina Möhring	Neue Regierung sollte endlich Medienfreiheit respektieren	Press Freedom Watchdog	12155
03.01.2020 06:00:00	etat	fid	ÖVP rückt absoluter Mehrheit im ORF-Stiftungsrat näher	Neue Regierung	10362
03.01.2020 06:00:00	etat	Doris Priesching	Indien, Das Boot und das dunkle Geheimnis von Elvis und Priscilla: TV-Tipps für Freitag	Switchlist	11084
03.01.2020 18:05:00	wissenschaft	tberg	Bisher größte Blüte der Erde in Sumatra entdeckt	Stinkende Gigantin	6754
03.01.2020 13:54:00	wissenschaft	tberg	Der Nordatlantikstrom könnte vorübergehend stillstehen	Gestörte Wärmepumpe	10623
03.01.2020 12:01:00	wissenschaft	red	Wie vermeidet ein Bär Muskelschwund während des Winterschlafs?	Begehrenswerte Eigenschaft	11677
03.01.2020 06:02:00	wissenschaft	red	Hat auch die klassische Physik ihr Quäntchen Unvorhersehbarkeit?	Determinismus	8264
03.01.2020 09:03:00	wissenschaft	Alois Pumhösel	Eine Virtual-Reality-Brille, um Werkstoffe von innen zu betrachten	Werkstoffanalyse	9542
03.01.2020 07:00:00	wissenschaft	Klaus Taschwer	Uralte Belege für eine steinzeitliche High-Carb-Diät	170.000 Jahre alte Funde	7248
03.01.2020 06:02:00	wissenschaft	APA	Hat auch die klassische Physik ihr Quäntchen Unvorhersehbarkeit?	Determinismus	8264
04.01.2020 20:52:00	international	APA	14 Tote bei Bombenangriff auf Schulbus in Burkina Faso	Anschlag	2275
04.01.2020 20:09:00	international	APA	Anti-Terror-Ermittlungen nach Messerangriff in Pariser Vorort	Villejuif	7145
04.01.2020 18:24:00	international	APA	Raketen treffen Grüne Zone in Bagdad und Stützpunkt mit US-Soldaten	USA-Iran-Krise	16676
04.01.2020 16:57:00	international	APA	CSU will Zahl sicherer Herkunftsstaaten ausweiten	Papier	9934
04.01.2020 14:45:00	international	APA	Beobachtungsstelle: Über 380.000 Tote in Syrien-Konflikt seit 2011	Bürgerkrieg	6070
04.01.2020 11:56:00	international	APA	Trump wirbt um evangelikale Christen: "Haben Gott auf unserer Seite"	Wahlkampfauftritt	7655
04.01.2020 08:43:00	international	APA	Türkei erlaubt Truppenentsendung nach Libyen	Türkei	12315
04.01.2020 08:37:00	international	APA	Ecuadors Ex-Präsident Correa muss sich wegen Korruption verantworten	Bestechung	3975
04.01.2020 08:23:00	international	APA	Bolivien wählt am 3. Mai einen neuen Präsidenten	Südamerika	6419
04.01.2020 08:07:00	international	APA	Spanische Wahlkommission setzte katalanischen Regionalpräsidenten Quim Torra ab	Konflikt	9280
04.01.2020 18:24:00	international	red	Raketen treffen Grüne Zone in Bagdad und Stützpunkt mit US-Soldaten	USA-Iran-Krise	16676
04.01.2020 15:23:00	international	red	Iran bezeichnet Tötung Soleimanis durch US-Drohne als "Staatsterrorismus"	Konflikt	26410
04.01.2020 18:24:00	international	Reuters	Raketen treffen Grüne Zone in Bagdad und Stützpunkt mit US-Soldaten	USA-Iran-Krise	16676
04.01.2020 18:24:00	international	sid	Raketen treffen Grüne Zone in Bagdad und Stützpunkt mit US-Soldaten	USA-Iran-Krise	16676
04.01.2020 15:23:00	international	Amir Loghmany aus Teheran	Iran bezeichnet Tötung Soleimanis durch US-Drohne als "Staatsterrorismus"	Konflikt	26410
04.01.2020 15:23:00	international	Manuel Escher	Iran bezeichnet Tötung Soleimanis durch US-Drohne als "Staatsterrorismus"	Konflikt	26410
04.01.2020 15:23:00	international	Noura Maan	Iran bezeichnet Tötung Soleimanis durch US-Drohne als "Staatsterrorismus"	Konflikt	26410
04.01.2020 15:23:00	international	Gianluca Wallisch	Iran bezeichnet Tötung Soleimanis durch US-Drohne als "Staatsterrorismus"	Konflikt	26410
04.01.2020 15:00:00	international	Adelheid Wölfl aus Zagreb	Knappes Rennen bei Präsidentenwahl in Kroatien	Stichwahl	6768
04.01.2020 12:00:00	international	Sebastian Borger aus London	Labour streitet über ihre Zukunft in der Opposition	Grossbritannien	10613
04.01.2020 10:00:00	international	Jürgen Gottschlich aus Istanbul	Wie Erdoğan um Erdgas und um Einfluss in Libyen pokert	Türkei-Libyen	10245
04.01.2020 08:43:00	international	dpa	Türkei erlaubt Truppenentsendung nach Libyen	Türkei	12315
04.01.2020 18:59:00	inland	Stefanie Ruep	Bundeskongress der Grünen stimmt mit 93 Prozent für Koalition mit ÖVP	Entscheidung	11895
04.01.2020 18:59:00	inland	Markus Rohrhofer	Bundeskongress der Grünen stimmt mit 93 Prozent für Koalition mit ÖVP	Entscheidung	11895
04.01.2020 18:00:00	inland	Gerald John	Türkis-grüne Steuerpolitik: Entlastung für Kleinverdiener, aber auch für Reiche	Regierungsprogramm	11016
04.01.2020 18:00:00	inland	Theo Anders	Türkis-grüne Steuerpolitik: Entlastung für Kleinverdiener, aber auch für Reiche	Regierungsprogramm	11016
04.01.2020 15:00:00	inland	Maria Sterkl	Die Präambel, die schwülstige Schwester der Bundeshymne	Türkis-Grüner Pakt	8243
04.01.2020 08:00:00	inland	Fabian Schmid	Axel Melchior wird ÖVP-Generalsekretär: Ein Cineast vorm U-Ausschuss	Kopf des Tages	7456
04.01.2020 08:00:00	inland	Hans Rauscher	Was bedeutet heute Grün?	Bestandsaufnahme	26248
04.01.2020 08:00:00	inland	Nora Laufer	Türkis-grünes Klimaprogramm ist weitreichend, Finanzierung bleibt vage	Regierungsprogramm	7300
04.01.2020 16:00:00	wirtschaft	Olga Kronsteiner	Was hat der Affe mit der Kunst zu tun?	Kunstmarkt	21080
04.01.2020 14:00:00	wirtschaft	Stefan Brändle aus Paris	Westafrika löst sich vom Kolonial-Franc und führt den "Eco" ein	Wirtschaftspolitik	13868
04.01.2020 12:44:00	wirtschaft	Theo Anders	Steuerexpertin Schratzenstaller kritisiert vages Regierungsprogramm	Türkis-Grün	18536
04.01.2020 12:00:00	wirtschaft	Günther Strobl	Ladekabel sucht Ladestation	Elektromobilität	15353
04.01.2020 10:50:00	wirtschaft	APA	Post startet am 1. April mit eigener Bank	Kein Scherz	5674
04.01.2020 10:33:00	wirtschaft	APA	Tesla will in Brandenburg eine halbe Million Fahrzeuge pro Jahr herstellen	Automobilindustrie	6236
04.01.2020 09:59:00	wirtschaft	APA	Experte rechnet mit VW-Vergleich im Frühjahr: Tausend Österreicher betroffen	Abgasskandal	10152
04.01.2020 09:48:00	wirtschaft	APA	Ex-Nissan-Chef Ghosn verließ sein Haus in Japan allein	Auf der Flucht	6196
04.01.2020 10:00:00	wirtschaft	André Ballin aus Moskau	Europa profitiert von russisch-ukrainischem Gaskompromiss	Streitbeilegung	11106
04.01.2020 17:08:00	web	red	Küsschen- und Peace-Symbol: Apple ergänzt Airpods-Gravur mit Emojis	Apple	2114
04.01.2020 11:13:00	web	red	Deepfake-Technik: Warum echte Schauspieler noch unersetzlich sind	Filme	12394
04.01.2020 10:20:00	web	red	Digital Detox: Jeder Vierte kann sein Handy nicht weglegen	Umfrage	3943
04.01.2020 09:59:00	web	APA	Apple-Chef Tim Cook verdiente im letzten Jahr 11,6 Millionen Dollar	Apple	6125
04.01.2020 09:44:00	web	APA/Reuters	USA verschärfen Regeln für den Export von KI-Software	Lizens	5634
04.01.2020 09:00:00	web	Rainer Sigl	"Darksiders Genesis" im Test: Bunt, rasant und überraschend unterhaltsam	Games	16269
04.01.2020 19:36:00	sport	APA	Hasenhüttl mit Southampton im FA-Cup weiter, 40-jähriger schockt Newcastle	FA-Cup	4932
04.01.2020 11:45:00	sport	APA	Goalie Nübel wechselt im Sommer von Schalke zum FC Bayern	FC Bayern München	3527
04.01.2020 10:44:00	sport	APA	Semlic neuer Trainer von Zweitligist Lafnitz	Zweite Liga	302
04.01.2020 18:12:00	sport	'sofa-standings-embed-36-24127'	Real Madrid zumindest vorübergehend Tabellenführer	Primera Division	4380
04.01.2020 15:49:00	sport	Fritz Neumann	Lindviks Sieg am problematischen Bergisel	Vierschanzentournee	17921
04.01.2020 08:00:00	sport	Martin Schauhuber	"Das Geld zu finden ist sehr schwer"	Rallye	22138
04.01.2020 14:38:00	panorama	APA	Gestrandete Wale überlebten dank Helfer an neuseeländischem Strand	Wellington	4101
04.01.2020 13:42:00	panorama	APA	Buschbrände in Australien breiten sich weiter aus, bis zu 49 Grad in Sydney	Feuer	10991
04.01.2020 12:56:00	panorama	APA	Ein Toter nach Kohlenmonoxid-Austritt in Waldviertler Haus	Zwettl	6094
04.01.2020 12:54:00	panorama	APA	Deutscher tot in Tiroler Bachbett gefunden	Kitzbühel	3876
04.01.2020 12:50:00	panorama	APA	Mehrere Verletzte bei Massenkarambolage auf der Semmeringschnellstraße	Krieglach	3870
04.01.2020 11:30:00	panorama	APA	Tote 13-Jährige in Niederösterreich: Prozess gegen Eltern startet am 12. Februar	Ermittlung	6821
04.01.2020 08:54:00	panorama	APA	Zahl der Toten nach Überschwemmungen in Indonesien steigt auf 53	Sturzfluten	4648
04.01.2020 17:00:00	kultur	Christoph Winder	Krisenkolumne: Stänkern, bis die Schwarte kracht	Christoph Winder	7404
04.01.2020 13:00:00	kultur	Sebastian Borger	Neue Sicht auf den weltumspannenden Mythos Troja	British Museum	9825
04.01.2020 10:00:00	kultur	Stephan Hilpold	Belvedere-Direktorin: "Wo es hakt, ist die Toilettensituation"	Interview	17697
04.01.2020 14:00:00	etat	Harald Fidler	Wenn wir die Nachrichtenwelt nicht mehr verstehen	Leicht verständlich	9581
04.01.2020 11:14:00	etat	fid	"Krone"-Herausgeber Dichand an Funke: "Kaltblütige Enteignung wohl nicht durchzusetzen"	"Ibiza lebt!"	12527
04.01.2020 08:00:00	etat	Gianluca Wallisch	Tiefe Weisheiten am flachen Meer: "Tatort: Tschill Out" mit Til Schweiger	TV-Tagebuch	5405
04.01.2020 06:00:00	etat	Doris Priesching	Vier für ein Ave Maria, Fight Club, Vanilla Sky – TV-Tipps für Samstag	Switchlist	10927
04.01.2020 17:56:00	wissenschaft	pkm	Der Dirigent der Gene	Geistesblitz	8158
04.01.2020 15:00:00	wissenschaft	Klaus Taschwer	Papageitaucher erstmals beim Werkzeuggebrauch gefilmt	Der Zeck als Zweck?	9428
04.01.2020 09:19:00	wissenschaft	red	Australische Flächenbrände dürften Milliarden Tiere getötet haben	Verheerende Bilanz	9069
04.01.2020 09:19:00	wissenschaft	APA	Australische Flächenbrände dürften Milliarden Tiere getötet haben	Verheerende Bilanz	9069
04.01.2020 09:00:00	wissenschaft	jdo	Der ersten der tropischen Gletscherregionen steht die Schmelze bevor	Neuguinea	9837
04.01.2020 06:04:00	wissenschaft	jdo	Schwarze Löcher könnten gigantische Planetensysteme hervorbringen	Gedankenspiel	9549
05.01.2020 20:25:00	international	red	Erdoğan: Türkische Soldaten auf dem Weg nach Libyen	Militärische Intervention	8026
05.01.2020 19:37:00	international	red	Iran steigt aus dem Wiener Atomabkommen aus	USA-Iran-Krise	26997
05.01.2020 20:25:00	international	APA	Erdoğan: Türkische Soldaten auf dem Weg nach Libyen	Militärische Intervention	8026
05.01.2020 13:52:00	international	APA	Angriff auf von US-Soldaten genutzte Militärbasis in Kenia	Extremismus	6272
05.01.2020 13:08:00	international	APA	Spanien: Sánchez scheiterte bei erster Abstimmung über seine Wahl	Parlament	4487
05.01.2020 12:30:00	international	APA	Polen plant Gesetz gegen russische Umdeutung der Geschichte	Zweiter Weltkrieg	6443
05.01.2020 11:58:00	international	APA	Neue Zusammenstöße in Hongkong: Zorn gegen Händler aus Volksrepublik	Demonstration	3491
05.01.2020 20:25:00	international	AFP	Erdoğan: Türkische Soldaten auf dem Weg nach Libyen	Militärische Intervention	8026
05.01.2020 13:52:00	international	AFP	Angriff auf von US-Soldaten genutzte Militärbasis in Kenia	Extremismus	6272
05.01.2020 19:41:00	international	Adelheid Wölfl aus Zagreb	Milanović gewinnt in Kroatien Präsidentschaftswahlen	Präsidentschaftswahlen	9290
05.01.2020 18:00:00	international	Johnny Erling	Was Bleistifte und Radiergummis mit Chinas Zukunft zu tun haben	Blick zurück – Blick nach vorn	22220
05.01.2020 11:58:00	international	Reuters	Neue Zusammenstöße in Hongkong: Zorn gegen Händler aus Volksrepublik	Demonstration	3491
05.01.2020 13:14:00	inland	red	Angelobung der Bundesregierung am Dienstag – Hofer will bei Asylfragen "einspringen"	Türkis-Grün	15899
05.01.2020 08:00:00	inland	red	Was im türkis-grünen Regierungsprogramm fehlt	Nachgeprüft	13957
05.01.2020 13:14:00	inland	APA	Angelobung der Bundesregierung am Dienstag – Hofer will bei Asylfragen "einspringen"	Türkis-Grün	15899
